"","fish_genus_species","predator_min_length","predator_max_length","predator_average_length","length_type","length_units","sample_size","start_year","start_month","start_day","end_year","end_month","end_day","habitat","measurement_type","measurement_units","author","year","journal","site_name","sampling_interval","citation","figure","fish_id","data_sorted_by","notes","prey_taxon","measurement","prey_stage","lon","lat"
"433","Clarias gariepinus","50","70",NA,NA,"cm","45","1984","4","1","1984","5","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa",NA,"Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_5","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","zooplankton","16.3","unknown","29.0228","-28.4484"
"434","Clarias gariepinus","50","70",NA,NA,"cm","8","1984","6","1","1984","8","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa",NA,"Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_6","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","zooplankton","7.5","unknown","29.0228","-28.4484"
"435","Clarias gariepinus","50","70",NA,NA,"cm","54","1984","9","1","1984","11","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa",NA,"Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_7","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","zooplankton","14","unknown","29.0228","-28.4484"
"436","Clarias gariepinus","50","70",NA,NA,"cm","60","1984","12","1","1984","3","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa",NA,"Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_8","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","zooplankton","1.7","unknown","29.0228","-28.4484"
"437","Oncorhynchus mykiss","<20","30",NA,NA,"cm","29","1984","4","1","1984","5","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa",NA,"Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_9","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","zooplankton","46.3","unknown","29.0228","-28.4484"
"438","Oncorhynchus mykiss","25","40",NA,NA,"cm","151","1984","6","1","1984","8","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa",NA,"Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_10","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","zooplankton","40.7","unknown","29.0228","-28.4484"
"439","Oncorhynchus mykiss","25","40",NA,NA,"cm","130","1984","9","1","1984","11","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa",NA,"Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_11","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","zooplankton","36","unknown","29.0228","-28.4484"
"440","Oncorhynchus mykiss","35","45",NA,NA,"cm","64","1984","12","1","1984","3","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa",NA,"Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_12","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","zooplankton","9.5","unknown","29.0228","-28.4484"
"441","Barbus aeneus","<30",">40",NA,NA,"cm","86","1984","4","1","1984","5","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa","monthly","Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_1","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","micronekton","6.5","unknown","29.0228","-28.4484"
"442","Barbus aeneus","<30",">40",NA,NA,"cm","76","1984","6","1","1984","8","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa","monthly","Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_2","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","micronekton","12.7","unknown","29.0228","-28.4484"
"443","Barbus aeneus","<30",">40",NA,NA,"cm","56","1984","9","1","1984","11","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa","monthly","Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_3","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","micronekton","8","unknown","29.0228","-28.4484"
"444","Barbus aeneus","<30",">40",NA,NA,"cm","68","1984","12","1","1984","3","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa","monthly","Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_4","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","micronekton","7.3","unknown","29.0228","-28.4484"
"445","Clarias gariepinus","50","70",NA,NA,"cm","45","1984","4","1","1984","5","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa",NA,"Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_5","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","micronekton","36.3","unknown","29.0228","-28.4484"
"446","Clarias gariepinus","50","70",NA,NA,"cm","8","1984","6","1","1984","8","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa",NA,"Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_6","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","micronekton","13","unknown","29.0228","-28.4484"
"447","Clarias gariepinus","50","70",NA,NA,"cm","54","1984","9","1","1984","11","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa",NA,"Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_7","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","micronekton","16.5","unknown","29.0228","-28.4484"
"448","Clarias gariepinus","50","70",NA,NA,"cm","60","1984","12","1","1984","3","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa",NA,"Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_8","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","micronekton","25.7","unknown","29.0228","-28.4484"
"449","Oncorhynchus mykiss","<20","30",NA,NA,"cm","29","1984","4","1","1984","5","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa",NA,"Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_9","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","micronekton","18.7","unknown","29.0228","-28.4484"
"450","Oncorhynchus mykiss","25","40",NA,NA,"cm","151","1984","6","1","1984","8","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa",NA,"Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_10","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","micronekton","18.7","unknown","29.0228","-28.4484"
"451","Oncorhynchus mykiss","25","40",NA,NA,"cm","130","1984","9","1","1984","11","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa",NA,"Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_11","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","micronekton","16.7","unknown","29.0228","-28.4484"
"452","Oncorhynchus mykiss","35","45",NA,NA,"cm","64","1984","12","1","1984","3","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa",NA,"Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_12","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","micronekton","33.5","unknown","29.0228","-28.4484"
"453","Barbus aeneus","<30",">40",NA,NA,"cm","86","1984","4","1","1984","5","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa","monthly","Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_1","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","zoobenthos","5","unknown","29.0228","-28.4484"
"454","Barbus aeneus","<30",">40",NA,NA,"cm","76","1984","6","1","1984","8","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa","monthly","Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_2","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","zoobenthos","15.3","unknown","29.0228","-28.4484"
"455","Barbus aeneus","<30",">40",NA,NA,"cm","56","1984","9","1","1984","11","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa","monthly","Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_3","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","zoobenthos","3.5","unknown","29.0228","-28.4484"
"456","Barbus aeneus","<30",">40",NA,NA,"cm","68","1984","12","1","1984","3","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa","monthly","Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_4","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","zoobenthos","2","unknown","29.0228","-28.4484"
"457","Clarias gariepinus","50","70",NA,NA,"cm","45","1984","4","1","1984","5","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa",NA,"Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_5","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","zoobenthos","13","unknown","29.0228","-28.4484"
"458","Clarias gariepinus","50","70",NA,NA,"cm","8","1984","6","1","1984","8","1","lentic","weight","percent","Dorgeloh","1994","Water SA","Sterkfontein Dam, South Africa",NA,"Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl1","20200115_dorgeloh_6","season averaged across fish size","looked up seasons on google. Authors mentioned ""autumn"" and ""fall"", etc, but did not list months that include those seasons","zoobenthos","9","unknown","29.0228","-28.4484"
